id,brand,sku,available,product_name,match_id,price,unit_of_size,size,price_per_size,previous_price,discounted,markdown_price,markdown_label,effective_from,effective_until,whole_price,retailer_store_id
298,"Sun Bum",871760001923,1,"Sun Bum Original SPF 15 Sunscreen Lotion",104,20.69,Ounce,8.00,$2.59/oz,$22.99,1,20.69,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",20.69,43
299,"Sun Bum",871760001930,1,"Sun Bum Original SPF 30 Sunscreen Lotion",103,22.99,Ounce,8.00,$2.87/oz,$22.99,0,NULL,NULL,NULL,NULL,NULL,43
300,"Sun Bum",871760001947,1,"Sun Bum Original SPF 50 Sunscreen Lotion",102,20.69,Ounce,8.00,$2.59/oz,$22.99,1,20.69,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",20.69,43
301,"Sun Bum",871760002098,1,"Sun Bum Original SPF 70 Sunscreen Lotion",98,22.99,Ounce,8.00,$2.87/oz,$22.99,0,NULL,NULL,NULL,NULL,NULL,43
302,"Little Hands Hawaii",680201860643,1,"Little Hands Hawaii Sunscreen Original",83,18.99,Ounce,1.00,$18.99/oz,$18.99,0,NULL,NULL,NULL,NULL,NULL,43
303,"Little Hands Hawaii",680201860636,1,"Little Hands Hawaii Sunscreen Tinted",82,18.99,Ounce,4.00,$4.75/oz,$18.99,0,NULL,NULL,NULL,NULL,NULL,43
304,"Little Hands Hawaii",852673999477,1,"Little Hands Hawaii Tinted Sunscreen",81,15.49,Ounce,4.00,$3.87/oz,$15.49,0,NULL,NULL,NULL,NULL,NULL,43
305,"Maui Vera",856930004058,1,"Maui Vera Mineral Sunscreen Spf30",84,12.99,Ounce,3.00,$4.33/oz,$14.99,1,12.99,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",12.99,43
306,"Hawaiian Tropic",75486089894,1,"Hawaiian Tropic Island Sport Sunscreen, SPF 30",74,13.99,Ounce,6.00,$2.33/oz,$13.99,0,NULL,NULL,NULL,NULL,NULL,43
307,"Hawaiian Tropic",75486091859,1,"Hawaiian Tropic Silk Hydration Lotion Sunscreen, SPF 30",73,13.69,Ounce,6.00,$2.28/oz,$13.69,0,NULL,NULL,NULL,NULL,NULL,43
308,"Sun Bum",871760001954,1,"Sun Bum Sunscreen Spray, SPF 15",101,22.99,Ounce,6.00,$3.83/oz,$22.99,0,NULL,NULL,NULL,NULL,NULL,43
309,Neutrogena,86800110804,1,"Neutrogena Sheer Zinc Dry-Touch Sunscreen Broad Spectrum SPF 50",1,16.99,Each,1.00,NULL,$16.99,0,NULL,NULL,NULL,NULL,NULL,43
310,"Hawaiian Tropic",75486087463,1,"Hawaiian Tropic Sheer Touch Ultra Radiance Lotion Sunscreen SPF 15",58,11.99,Ounce,8.00,$1.50/oz,$13.69,1,11.99,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",11.99,43
311,"Banana Boat",79656031867,1,"Banana Boat Sport Performance Sunscreen, SPF 50",2,13.19,Ounce,8.00,$1.65/oz,$14.69,1,13.19,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",13.19,43
312,"Banana Boat",79656031799,1,"Banana Boat Sport Sunscreen Spray, SPF 50+",3,13.19,Ounce,6.00,$2.20/oz,$14.69,1,13.19,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",13.19,43
313,"Sun Bum",871760001978,1,"Sun Bum Moisturizing Sunscreen Spray, SPF 50",97,20.69,Ounce,6.00,$3.45/oz,$22.99,1,20.69,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",20.69,43
314,Neutrogena,86800110828,1,"Neutrogena Pure & Free Baby Sunscreen Lotion Broad Spectrum SPF 50",4,19.99,Ounce,3.00,$6.66/oz,$19.99,0,NULL,NULL,NULL,NULL,NULL,43
315,"Banana Boat",79656024326,1,"Banana Boat Baby 100% Mineral Sunscreen Lotion SPF50",5,13.99,Ounce,6.00,$2.33/oz,$15.49,1,13.99,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",13.99,43
316,"Banana Boat",79656024340,1,"Banana Boat Sport Mineral Sunscreen Lotion, SPF 50",47,13.99,Ounce,6.00,$2.33/oz,$15.49,1,13.99,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",13.99,43
317,"Banana Boat",79656049718,1,"Banana Boat Sport Performance Sunscreen Lotion, SPF 30",49,11.49,Ounce,8.00,$1.44/oz,$12.99,1,11.49,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",11.49,43
318,"Banana Boat",79656049725,1,"Banana Boat Sport Performance Sunscreen Lotion, SPF 50+",6,12.99,Ounce,8.00,$1.62/oz,$14.59,1,12.99,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",12.99,43
319,"Banana Boat",79656031775,1,"Banana Boat Ultra Sport Performance SPF 15 Sunscreen",7,13.29,Ounce,6.00,$2.22/oz,$13.29,0,NULL,NULL,NULL,NULL,NULL,43
320,"Banana Boat",79656004229,1,"Banana Boat Ultra Sport Performance SPF 30 Sunscreen",48,11.49,Ounce,10.00,$1.15/oz,$12.99,1,11.49,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",11.49,43
321,"Banana Boat",79656031782,1,"Banana Boat Ultra Sport Performance Sunscreen, SPF 30",8,11.99,Ounce,6.00,$2.00/oz,$13.29,1,11.99,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",11.99,43
322,"Hawaiian Tropic",75486087470,1,"Hawaiian Tropic Sheer Touch Sunscreen Lotion, SPF 30",59,11.99,Ounce,8.00,$1.50/oz,$13.69,1,11.99,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",11.99,43
323,"Hawaiian Tropic",75486087609,1,"Hawaiian Tropic Sheer Touch Sunscreen Lotion, SPF 50",60,13.49,Ounce,8.00,$1.69/oz,$14.99,1,13.49,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",13.49,43
324,"Banana Boat",79656044836,1,"Banana Boat Protective Dry Oil Sunscreen with Argan Oil, SPF 15",9,13.99,Ounce,6.00,$2.33/oz,$13.99,0,NULL,NULL,NULL,NULL,NULL,43
325,"Alba Botanica",724742008253,1,"Alba Botanica Hawaiian Sunscreen Soothing Aloe Vera Spf 30",34,14.99,Ounce,4.00,$3.75/oz,$14.99,0,NULL,NULL,NULL,NULL,NULL,43
326,"Alba Botanica",724742008277,1,"Alba Botanica Hawaiian Sunscreen, Revitalizing Green Tea Spf 45",37,14.99,Ounce,4.00,$3.75/oz,$14.99,0,NULL,NULL,NULL,NULL,NULL,43
327,"Hawaiian Tropic",75486091125,1,"Hawaiian Tropic Silk Hydration Sunscreen Clear Spray, SPF 30",61,12.49,Ounce,6.00,$2.08/oz,$13.99,1,12.49,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",12.49,43
328,"Hawaiian Tropic",75486091132,1,"Hawaiian Tropic Silk Hydration Sunscreen Face Lotion, SPF 30",62,13.69,Ounce,1.70,$8.05/oz,$13.69,0,NULL,NULL,NULL,NULL,NULL,43
329,"Banana Boat",79656018066,1,"Banana Boat Kids Sport Sunscreen Spray, Broad Spectrum SPF 50+",10,13.99,Ounce,6.00,$2.33/oz,$13.99,0,NULL,NULL,NULL,NULL,NULL,43
330,"Hawaiian Tropic",75486091170,1,"Hawaiian Tropic Everyday Active Lotion SPF 50",63,14.99,Ounce,8.00,$1.87/oz,$14.99,0,NULL,NULL,NULL,NULL,NULL,43
331,"Hawaiian Tropic",75486089863,1,"Hawaiian Tropic Island Sport Lotion SPF 15",64,13.69,Ounce,8.00,$1.71/oz,$13.69,0,NULL,NULL,NULL,NULL,NULL,43
332,"Hawaiian Tropic",75486089870,1,"Hawaiian Tropic Island Sport Lotion SPF 30",65,13.69,Ounce,8.00,$1.71/oz,$13.69,0,NULL,NULL,NULL,NULL,NULL,43
333,"Hawaiian Tropic",75486091507,1,"Hawaiian Tropic Antioxidant Lotion SPF 30",66,13.69,Ounce,6.00,$2.28/oz,$13.69,0,NULL,NULL,NULL,NULL,NULL,43
334,"Hawaiian Tropic",75486091514,1,"Hawaiian Tropic Antioxidant Lotion, SPF 50",67,14.99,Ounce,6.00,$2.50/oz,$14.99,0,NULL,NULL,NULL,NULL,NULL,43
335,"Hawaiian Tropic",75486091149,1,"Hawaiian Tropic Everyday Active Clear Spray SPF 50",68,14.99,Ounce,6.00,$2.50/oz,$14.99,0,NULL,NULL,NULL,NULL,NULL,43
336,"Sun Bum",871760008137,1,"Sun Bum Mineral Spray SPF 50",100,19.99,Each,1.00,NULL,$19.99,0,NULL,NULL,NULL,NULL,NULL,43
337,"Sun Bum",871760002975,1,"Sun Bum Face Lotion, SPF 50",99,14.99,Ounce,3.00,$5.00/oz,$14.99,0,NULL,NULL,NULL,NULL,NULL,43
338,"Hawaiian Tropic",75486091866,1,"Hawaiian Tropic Silk Hydration Weightless Lotion SPF 50",70,14.99,Ounce,6.00,$2.50/oz,$14.99,0,NULL,NULL,NULL,NULL,NULL,43
339,"Hawaiian Tropic",75486091927,1,"Hawaiian Tropic Silk Hydration Weightless Continuous Spray SPF 50",71,13.49,Ounce,6.00,$2.25/oz,$14.99,1,13.49,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",13.49,43
340,"Banana Boat",79656046649,1,"Banana Boat Sport Ultra Lip Balm, SPF 50",19,3.50,Ounce,0.15,$23.33/oz,$4.19,1,3.50,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",3.50,43
341,"Banana Boat",79656024692,1,"Banana Boat Kids Sport Stick SPF 50",11,7.99,Ounce,0.50,$15.98/oz,$7.99,0,NULL,NULL,NULL,NULL,NULL,43
342,"Hawaiian Tropic",75486132309,1,"Hawaiian Tropic Lip Balm SPF30",80,3.99,Ounce,0.15,$26.60/oz,$3.99,0,NULL,NULL,NULL,NULL,NULL,43
343,"Sol Remedies",7191995160,1,"Sol Remedies Sunscreen Reef Safe",88,16.99,Ounce,4.00,$4.25/oz,$19.99,1,16.99,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",16.99,48
344,"Sun Bum",871760001923,1,"Sun Bum Original SPF 15 Sunscreen Lotion",104,22.99,Ounce,8.00,$2.87/oz,$22.99,0,NULL,NULL,NULL,NULL,NULL,48
345,"Sun Bum",871760001930,1,"Sun Bum Original SPF 30 Sunscreen Lotion",103,20.69,Ounce,8.00,$2.59/oz,$22.99,1,20.69,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",20.69,48
346,"Sun Bum",871760001947,1,"Sun Bum Original SPF 50 Sunscreen Lotion",102,20.69,Ounce,8.00,$2.59/oz,$22.99,1,20.69,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",20.69,48
